go_term,number_of_genes,statistic,p_value
GO:0031267,290,-3.1181182300529526,0.0018200977397025194
GO:0140778,5,-3.115964764323423,0.0018334417854565775
GO:0061763,12,3.115793150391571,0.0018345090567427147
GO:0045917,5,3.1140354628663927,0.0018454730714160949
GO:0005758,93,3.112704307660258,0.0018538165121408285
GO:0005721,34,-3.1124531546915817,0.0018553945744088961
GO:0045050,11,3.109958901709337,0.0018711337675465347
GO:0033014,5,3.107461546790585,0.001887015327548919
GO:0045926,16,3.104951468722355,0.0019031024743509756
GO:0048513,98,-3.1034627092456484,0.0019127033768603363
GO:0140052,13,3.1012425507182746,0.0019271036673508813
GO:0030665,35,3.1001501746699542,0.0019342254678494403
GO:0043583,5,-3.093670614153292,0.0019769684339348906
GO:0006094,39,3.092725232816035,0.001983276698737534
GO:0032722,41,3.0921345289527067,0.001987227673415169
GO:0008015,30,3.0899186477802543,0.0020021132560541248
GO:1905323,5,-3.0898477390439907,0.002002591283667373
GO:0048705,22,-3.0866329950429034,0.002024373656309677
GO:0046974,11,-3.0842314781647824,0.002040787424404587
GO:0047676,12,3.080574329722492,0.002066017797804602
GO:0051286,9,-3.07741716830836,0.0020880286007175547
GO:0140507,8,-3.076274862872871,0.0020960452634487445
GO:0015095,19,-3.075032984371328,0.0021047927472627134
GO:0043021,39,-3.0737719502840877,0.002113709406124196
GO:0097371,12,-3.0734014068488285,0.002116336062854672
GO:0016740,1919,-3.0729808962434126,0.002119320545705895
GO:0032991,783,-3.0727896476952905,0.00212067916722121
GO:0033540,14,3.0721515746694523,0.002125217790391486
GO:0044297,91,-3.0686134620242886,0.002150546470411583
GO:0050863,10,-3.0682872576947644,0.002152895585835435
GO:0071383,15,-3.065593755079506,0.002172382572001028
GO:0010606,6,-3.0655726199561206,0.0021725361179798825
GO:0006098,14,3.062734609044727,0.0021932447677962034
GO:0031053,14,-3.0619445234934464,0.0021990420445846095
GO:0050765,16,3.0603872793351905,0.002210509512251781
GO:0101003,60,3.0601477784370346,0.0022122780395407984
GO:0034134,5,3.0526908220937723,0.0022679948061443667
GO:0046631,5,-3.051547532341458,0.0022766499905748335
GO:0051726,245,-3.051332639719569,0.002278280192413123
GO:0016139,5,3.050475698198663,0.0022847916964003623
GO:0044305,19,-3.050176234028215,0.0022870712034374486
GO:0035861,102,-3.0481927648750693,0.002302221947439047
GO:0032020,6,3.0449597816740086,0.0023271142679142298
GO:2000562,9,3.0444211587932806,0.0023312852619233305
GO:0071224,6,3.0412416431231213,0.0023560466329273005
GO:0106310,361,-3.0382324085524433,0.0023797034706171424
GO:0017156,13,-3.036536844806224,0.0023931285896339515
GO:0000220,11,3.036197318475791,0.0023958252056514723
GO:0048388,13,3.034498171880228,0.0024093621568167124
GO:0008278,9,-3.0328099722326876,0.0024228811966493027
GO:0005085,246,-3.031756865751919,0.00243134956022705
GO:0002224,28,3.0263170205081025,0.002475526026823142
GO:0030033,6,-3.021868184357972,0.002512199186077449
GO:0004668,5,3.0202499753718506,0.002525661386702702
GO:0007030,109,-3.0183405091140236,0.0025416314677352476
GO:0030890,35,-3.018153488190684,0.002543200598302029
GO:0048018,159,3.0147464684979903,0.0025719414790704685
GO:0035590,9,3.014700782184056,0.0025723288890206718
GO:0002232,6,3.0140079090003944,0.0025782108472284164
GO:0036464,73,-3.0115249228481296,0.00259939063229459
GO:1903830,17,-3.01007094330514,0.002611866757686836
GO:0097427,6,-3.0080067029182604,0.0026296733785046225
GO:0045333,36,3.0074882941532057,0.002634162694195577
GO:0036302,10,-3.0043672382458966,0.0026613387883745302
GO:0003360,6,-3.0003421190633612,0.0026967651793148523
GO:0042754,9,-3.0002666924688235,0.002697433127491151
GO:0071223,7,2.9991170435912506,0.002707632694682214
GO:0042301,13,2.998865714651948,0.0027098671480470936
GO:1903747,7,2.9955236954756725,0.002739740139002121
GO:0075522,11,-2.994739550760268,0.0027467927346139713
GO:0003149,6,-2.99062277443034,0.002784091852867707
GO:0020037,142,2.989807194333997,0.0027915359074842812
GO:0004030,5,2.9887737793784446,0.00280099431737249
GO:0071374,7,-2.988216214433908,0.0028061096200176377
GO:1990379,5,2.9869159335309337,0.002818072030598547
GO:0035061,5,-2.9867015667023744,0.0028200486422809974
GO:0070776,7,-2.986344049869489,0.0028233480134430004
GO:0015986,24,2.986024234443103,0.002826302440824356
GO:0035925,29,-2.9844741873930314,0.002840661679972339
GO:0072678,9,-2.9831961177318047,0.0028525514600947037
GO:0003181,9,-2.9812254117559243,0.0028709738454939402
GO:0016773,20,2.9806968832868295,0.00287593302710432
GO:0098685,98,-2.9792437364527595,0.0028896082347306014
GO:0051965,48,-2.9748155977925093,0.0029316471969267647
GO:0048711,8,-2.9740233041991178,0.002939227516351399
GO:0033499,5,2.9732321843079204,0.002946814449132769
GO:1905665,10,-2.968491179899101,0.002992656907602612
GO:0004467,16,2.964866905668934,0.003028139065667494
GO:0140002,26,-2.9631937331948692,0.0030446487721003802
GO:0099122,7,-2.9614925750869596,0.003061518750928206
GO:0005840,234,-2.961491443182983,0.003061530004072878
GO:0042803,712,2.9607866913974163,0.0030685438219363497
GO:0004857,70,2.9595721483242152,0.003080665570476095
GO:0005229,19,2.958594873619519,0.0030904509474688055
GO:0032720,77,2.958501306879096,0.0030913893091956686
GO:0044027,13,-2.9582473725503085,0.003093937274158464
GO:0006468,537,-2.957739539712744,0.0030990385895219596
GO:0045954,23,-2.9554239323546816,0.0031223968312304633
GO:0019955,44,2.954032932719886,0.003136505326889338
GO:0090200,22,2.949834696350996,0.0031794399039559284
GO:0140517,11,-2.948078483900902,0.0031975587371146264
GO:0033116,82,2.942972159633193,0.0032507765079781903
GO:0075525,5,-2.941541621485955,0.0032658295105002276
GO:0042297,5,-2.9341102380959114,0.0033450537985820444
GO:1905064,12,-2.9318111382912138,0.00336991613484625
GO:0005815,105,-2.931806028972087,0.003369971573623142
GO:0097542,66,-2.9311841384613335,0.003376725615392371
GO:0051082,114,-2.930847501270907,0.0033803868030053146
GO:0006249,8,2.92696499017965,0.0034228740908164804
GO:1903698,5,-2.924606642029798,0.0034489188299449253
GO:0016493,26,-2.923685946089887,0.003459135523239293
GO:0042113,42,-2.9235365076511433,0.0034607963937658194
GO:0005955,6,-2.922228594244282,0.0034753636503271537
GO:0048027,24,-2.9192469537834023,0.0035087813531062594
GO:0008094,33,-2.917329590909506,0.0035304250136528816
GO:0051292,10,-2.9169003974032166,0.0035352864631372984
GO:0007062,20,-2.914946348118688,0.003557496945096012
GO:0030331,40,-2.913146090688414,0.003578071640146387
GO:0006569,9,2.912570276542143,0.0035846752886359023
GO:0016019,5,2.9107799815877455,0.0036052779298458887
GO:0072546,10,2.9107105140969036,0.0036060795251437643
GO:0036396,10,-2.909219889137424,0.003623319164540056
GO:1904930,13,2.909119786931467,0.0036244795657324256
GO:0048485,11,-2.9077288261882344,0.003640638825486018
GO:0007517,100,-2.9058052733622013,0.0036630933389755565
GO:0090571,5,-2.9044204323404963,0.003679337110170328
GO:0035591,92,-2.904219535530104,0.0036816990016451624
GO:0006739,11,2.9021641868260692,0.003705942519136644
GO:0045596,68,-2.9020365138007245,0.003707453241521355
GO:0007417,139,-2.9016363856353795,0.0037121914836858467
GO:0004180,42,2.9013996217652083,0.003714997788535537
GO:0051145,9,-2.9008791964960414,0.0037211730430470645
GO:0048188,17,-2.899824924580487,0.003733711414183145
GO:0031123,14,-2.899635326864111,0.0037359703544678972
GO:0031344,6,-2.897408388654587,0.00376259609980742
GO:0006012,8,2.8955551191174362,0.0037848855416228776
GO:0042832,17,2.8943019653017865,0.0038000252684285106
GO:0071986,6,2.893983787357717,0.0038038780215259448
GO:0033700,13,2.892921200965129,0.0038167704027532346
GO:0001886,6,-2.8923856400858443,0.003823283410701911
GO:0006417,168,-2.892073563139205,0.0038270832638633845
GO:0065003,129,-2.8908582777272227,0.0038419133171746396
GO:0005912,195,-2.890172110201047,0.003850309620708816
GO:0021549,32,-2.889561784273628,0.003857791892017643
GO:0090190,16,-2.8885824416305743,0.0038698257199499798
GO:0004623,38,2.887526901695323,0.003882834009303689
GO:1904669,10,2.8874668706609516,0.0038835750136284176
GO:0051452,15,2.886444251922639,0.0038962176478064578
GO:0110095,7,2.8861228532677696,0.0039001988131407046
GO:0007156,176,-2.8847803754432575,0.003916868068000259
GO:0032288,6,-2.8840687512220176,0.003925730367462782
GO:2001014,6,-2.883481676713983,0.003933055276612504
GO:0033176,10,2.882565493675544,0.003944511264753327
GO:0032486,14,-2.882296152063029,0.003947884881724595
GO:0046079,8,2.8734100301670984,0.004060667180402718
GO:0046050,8,2.8734100301670984,0.004060667180402718
GO:0006785,9,2.87296973889168,0.004066330641163288
GO:0002221,18,2.872357241416966,0.004074221112064539
GO:0019369,38,2.8720988234583475,0.004077554336055779
GO:0019904,220,-2.870801955896299,0.004094319489843366
GO:1990247,12,-2.8700917118927487,0.004103527602116813
GO:0099524,28,-2.8681109918804277,0.004129306448448508
GO:0030686,12,-2.8674854730351154,0.004137477984251102
GO:0045833,5,2.8666918705141207,0.004147866415878763
GO:0019788,5,2.8663345924665222,0.004152550985067589
GO:0019825,33,2.8647857730651656,0.004172914402558206
GO:0035098,16,-2.863134311967084,0.004194727085616671
GO:0006281,437,-2.862589413472144,0.004201946827798457
GO:0048593,10,-2.8617978035621174,0.004212455506318084
GO:0008009,50,2.8607463316523334,0.004226450733226311
GO:1902047,6,-2.860063926893482,0.004235556182037323
GO:0048246,14,2.8572483047210726,0.004273313985127868
GO:0071294,22,2.8558476211476025,0.004292210769406103
GO:0071621,5,2.8544015056767407,0.004311799949722152
GO:0043254,23,-2.854087875907294,0.004316059082265568
GO:0045824,36,2.853019394691335,0.004330597844019777
GO:0007215,17,-2.8504864883574306,0.004365240501756073
GO:0034062,7,-2.849796821477511,0.004374716515723449
GO:2000779,28,-2.849112978897074,0.004384130910880366
GO:0005819,243,-2.8486821258222133,0.004390071849923022
GO:0042289,6,-2.8449630659368084,0.00444165729145479
GO:0031297,46,-2.8448692805945948,0.0044429652181537625
GO:0008033,117,-2.8447039745703355,0.00444527141925475
GO:0000242,23,-2.8441242189267713,0.004453368225395708
GO:0007369,20,-2.839333232675325,0.004520791879398868
GO:0033177,5,2.834822668668356,0.0045851128976306535
GO:0021772,15,-2.8321877810218377,0.004623069010665907
GO:0048312,6,-2.827937905203798,0.00468488926905861
GO:0004699,8,-2.827425075050836,0.004692399469262415
GO:0010564,29,-2.826198522701633,0.004710406083661445
GO:0003684,67,-2.825361788553256,0.004722725770055932
GO:0030276,37,-2.824731254959359,0.004732028717443077
GO:0042273,37,-2.8236013309246113,0.004748741219690737
GO:0043923,17,-2.823511192511989,0.004750076738817339
GO:0060716,5,-2.8234969545594915,0.004750287723895236
GO:0002314,7,-2.823224163143822,0.0047543317214816146
GO:0032210,6,-2.8185120978247946,0.00482467928621973
GO:0051168,23,-2.811334123713279,0.0049336522613154365
GO:0061470,9,-2.810972394136954,0.004939202352006414
GO:0005838,12,2.810263538470619,0.004950094847309318
GO:0050767,41,-2.808334170559304,0.004979852234512627
GO:0030547,7,2.8074617453595208,0.004993361020856388
GO:0014732,5,-2.8053472297415003,0.00502624014386996
GO:0031386,14,2.8039922678320366,0.005047411551920573
GO:0060996,8,2.8019751705301035,0.005079078254039453
GO:0033630,14,2.799593413141122,0.005116700963133521
GO:0010557,36,-2.799380845227426,0.005120070940735893
GO:0017151,9,-2.7988818466633094,0.0051279897732931035
GO:0005111,5,-2.79727274586578,0.005153600772027601
GO:0006122,13,2.796150715445292,0.00517152773608714
GO:0003680,9,-2.7924637366607796,0.005230833038031306
GO:0006782,9,2.7858858396872326,0.005338166798314439
GO:0022617,43,2.7847864162736333,0.005356299217778273
GO:0090263,110,-2.782935202413932,0.0053869563689258335
GO:0043296,31,-2.7825175377106115,0.0053938950009229615
GO:0003691,9,-2.7823172640011786,0.005397224994384321
GO:0042500,9,2.781385173336911,0.005412747498961034
GO:0045259,24,2.7813210414095804,0.0054138169959356604
GO:0030574,39,2.7809622917216585,0.005419803209558594
GO:0006163,7,2.7802549667701415,0.00543162337245994
GO:0007097,17,-2.7801995644842865,0.0054325501865142255
GO:0045178,16,2.7789397542499628,0.005453663878249232
GO:0042100,21,-2.776935665103309,0.005487403934948033
GO:0046976,6,-2.7762427332462862,0.00549911362437287
GO:0050957,6,2.7698827594092426,0.0056076473508134385
GO:0045671,23,2.769096882165412,0.005621191741459799
GO:0034511,9,-2.7682560105516534,0.00563571662377836
GO:0005295,5,-2.7680831293770023,0.005638707097404931
GO:0000815,11,2.7670470345213802,0.005656659333521589
GO:0051469,11,2.7670470345213802,0.005656659333521589
GO:0005771,46,2.764214919621333,0.005705994273157216
GO:0035612,8,-2.763362496301645,0.0057209191304072714
GO:0007040,46,2.7626711263297636,0.0057330499941228375
GO:0106139,15,2.7623970429771942,0.005737865512268841
GO:0042307,37,-2.761179597330595,0.005759299586392022
GO:0045665,29,-2.7602676415630727,0.0057754025432950285
GO:0042733,21,-2.757023066571684,0.005833023659379805
GO:1903238,10,2.755079162395312,0.005867793644040309
GO:0042826,133,-2.7545977362075718,0.0058764335715535574
GO:0008186,9,-2.754327912911309,0.005881280975184867
GO:0031252,63,-2.7536897494990105,0.005892759992879812
GO:0002752,11,2.752713872527925,0.005910352715457454
GO:0039529,6,2.7525314461717683,0.00591364667209556
GO:0042405,12,-2.751934528993146,0.0059244363929750405
GO:0030020,42,-2.74941355956005,0.005970200740029686
GO:0002162,12,-2.749374418256887,0.005970913795010918
GO:0030593,44,2.7463518730642282,0.006026209196079977
GO:0045454,41,2.745837429807412,0.006035666393310653
GO:0050911,394,2.7456396885790184,0.00603930509809156
GO:0007283,524,-2.7453129744248903,0.006045321408456445
GO:0043138,19,-2.744966135788666,0.006051714210892297
GO:0050768,24,-2.744050380367222,0.006068622355041022
GO:0015288,6,2.743497021798121,0.006078859961701408
GO:0021510,25,-2.743089792422186,0.006086403987292935
GO:0071493,12,2.742778096900399,0.006092183920813496
GO:0046332,51,-2.7418876162887855,0.006108723817522078
GO:0005903,64,-2.7412870035407773,0.006119902500253671
GO:0001188,10,-2.73976867552337,0.0061482440204150305
GO:0004364,25,2.7389185827052076,0.006164163645423137
GO:0030449,9,2.7383492158095755,0.006174846883221103
GO:0061384,7,-2.737557536220328,0.006189729162921163
GO:0005344,15,2.737290531537546,0.006194755691953844
GO:0015671,15,2.737290531537546,0.006194755691953844
GO:1903660,5,2.7364640221645566,0.006210338550135744
GO:0140467,24,2.7360090517484545,0.0062189315328566785
GO:0022624,17,2.7348144043765106,0.006241545702980124
GO:0010745,14,2.734486092982874,0.00624777345361623
GO:0140999,5,-2.7334986143694913,0.006266538701729841
GO:0016605,108,-2.733251605134379,0.0062712405921436275
GO:0000422,23,2.730441891873084,0.006324948226569597
GO:0000900,21,-2.7278341962197232,0.0063751643149760956
GO:0032692,6,2.727515549079395,0.006381324999630374
GO:0006691,17,2.72626835159789,0.006405489714562369
GO:0046456,9,2.723835232608834,0.0064528690345114605
GO:0032454,14,-2.7221650291156028,0.006485574600817364
GO:0001517,7,-2.72043628931669,0.006519583382912265
GO:0140719,7,-2.720345700708734,0.006521369909948161
GO:0098803,11,2.719566929833817,0.006536746473546282
GO:0017121,20,2.7144072158558563,0.006639449622287801
GO:0035265,6,-2.7133605303856663,0.006660459860540134
GO:0002477,7,2.712615472829843,0.006675451884408478
GO:0002715,7,2.712615472829843,0.006675451884408478
GO:0060124,8,2.712038992956283,0.006687072603737503
GO:1900016,49,2.7102218036897328,0.00672382273252273
GO:0046903,5,-2.707488772504338,0.006779436385624774
GO:0035242,7,-2.7034660234263113,0.0068620463024036986
GO:0031957,10,2.703437850239784,0.006862628033572886
GO:0004402,23,-2.70260030188236,0.00687994231663056
GO:0010494,99,-2.702051621678252,0.006891306216925235
GO:0035195,635,2.701577892550661,0.006901131342245857
GO:0000407,31,2.7011794507723144,0.006909404751856281
GO:2000543,7,-2.699751890500125,0.006939120404302407
GO:0120103,10,-2.6989659753613457,0.006955528720727988
GO:0003184,18,-2.6979068842289453,0.006977695522526656
GO:0030073,20,2.6976658431785334,0.006982749372294391
GO:0004601,32,2.6967416220882923,0.007002157776935824
GO:0004984,393,2.695619732087819,0.007025782267196357
GO:1903749,35,2.6954755886963957,0.007028822787447294
GO:0031124,39,-2.6938232635244743,0.007063760972714184
GO:0032391,42,-2.693041578844391,0.007080343857718905
GO:0015078,36,2.6919971884660563,0.007102554404135198
GO:0015203,5,-2.6887674028101896,0.007171637078323988
GO:0001658,23,-2.685422157489519,0.007243824634466978
GO:0030163,81,2.6835878348781086,0.00728368396517093
GO:0034987,17,-2.681057600730494,0.007338988219895642
GO:0038094,9,2.6810123243761885,0.007339981263532794
GO:0043292,16,-2.68038318301004,0.0073537926658373215
GO:0050908,17,-2.678538356147227,0.007394426262425139
GO:0060337,46,2.6753230661991645,0.007465726888324822
GO:0120041,14,2.674845310692947,0.007476373802556111
GO:0030071,34,-2.674491603271599,0.007484265040951081
GO:0080135,23,-2.6716763096484972,0.007547341246004576
GO:0005930,210,-2.6687978512692303,0.0076123250373952905
GO:0030133,111,2.666106781070261,0.007673531562307683
GO:0000993,31,-2.6649239350486265,0.007700573844210482
GO:0016936,6,2.662480739689314,0.007756700852470635
GO:0031410,927,2.6622707093293965,0.007761542903999991
GO:0001164,9,-2.662157461796143,0.0077641548426270884
GO:0071277,69,-2.6598361234510945,0.00781786795869117
GO:0071837,12,-2.6544658085298,0.007943408925286383
GO:0044325,150,-2.652705196848872,0.007984957698330774
GO:0036120,24,-2.6518605439508494,0.008004959700676556
GO:0010001,8,-2.6509987669082222,0.008025413441908194
GO:0000421,65,2.6487151854393476,0.008079839294250601
GO:0001540,82,2.6478404900668453,0.008100773757623202
GO:2000171,7,-2.646244219400925,0.008139103188259715
GO:0051087,106,-2.6459433531852348,0.008146345700979002
GO:0031499,5,-2.6456082146603204,0.008154420014717886
GO:0034663,11,-2.64503448746785,0.0081682591464668
GO:0035748,5,-2.644857930760364,0.008172522178040612
GO:0019901,468,-2.644111157420828,0.008190575347200217
GO:0031080,10,-2.6429538476466656,0.008218623712888645
GO:0004427,5,2.6426785346700146,0.008225308795067951
GO:0106222,41,-2.6426497813560657,0.008226007256546892
GO:0030155,54,-2.6424830401551618,0.00823005869889021
GO:0043194,26,-2.642273279273478,0.008235157960323081
GO:0120146,6,2.6418026709063094,0.00824660868052276
GO:0030672,137,2.641020762164344,0.008265665383594654
GO:0005637,55,-2.6387735249436917,0.008320654664734176
GO:0042555,11,-2.638409916798606,0.008329582753149607
GO:2001171,15,2.6366169277368194,0.008373733519818075
GO:0007608,418,2.633993526775829,0.008438709675269598
GO:0046325,16,2.631644221959085,0.008497279354275345
GO:0070168,10,-2.631407820418155,0.008503193078946323
